created_at;;;;;;
2024-04-29T21:00:45+00:00;1;2.137.500;;;;
2024-04-29T21:01:15+00:00;2;2.125.000;;;;
2024-04-29T21:01:45+00:00;3;2.118.750;;;;
2024-04-29T21:02:15+00:00;4;2.125.000;;;;
2024-04-29T21:02:45+00:00;5;2.118.750;;;;
2024-04-29T21:08:53+00:00;6;-14276;;;;
2024-04-29T21:09:13+00:00;7;2.131.250;;;;
2024-04-29T21:09:34+00:00;8;-15612;;;;
2024-04-29T21:09:54+00:00;9;-15696;;;;
2024-04-29T21:10:28+00:00;10;;-15700;;;
2024-04-29T21:10:49+00:00;11;2.131.250;;;;
2024-04-29T21:11:09+00:00;12;;8076;;;
2024-04-29T21:11:29+00:00;13;;732;;;
2024-04-29T21:11:49+00:00;14;2.125.000;;;;
2024-04-29T21:12:09+00:00;15;;-380;;;
2024-04-29T21:12:29+00:00;16;;-884;;;
2024-04-29T21:12:49+00:00;17;2.125.000;;;;
2024-04-29T21:13:09+00:00;18;;-192;;;
2024-04-29T21:13:29+00:00;19;;-208;;;
2024-04-29T21:14:01+00:00;20;;60;;;
2024-04-29T21:14:22+00:00;21;2.131.250;;;;
2024-04-29T21:14:43+00:00;22;;-100;;;
2024-04-29T21:15:03+00:00;23;;-204;;;
2024-04-29T21:15:22+00:00;24;2.131.250;;;;
2024-04-29T21:15:43+00:00;25;;-240;;;
2024-04-29T21:16:03+00:00;26;;-260;;;
2024-04-29T21:16:22+00:00;27;2.131.250;;;;
2024-04-29T21:16:43+00:00;28;;-116;;;
2024-04-29T21:17:03+00:00;29;;-120;;;
2024-04-29T21:17:43+00:00;30;;-184;;;
2024-04-29T21:18:04+00:00;31;2.137.500;;;;
2024-04-29T21:18:25+00:00;32;;-80;;;
2024-04-29T21:18:45+00:00;33;;-104;;;
2024-04-29T21:19:04+00:00;34;2.137.500;;;;
2024-04-29T21:19:25+00:00;35;;-208;;;
2024-04-29T21:19:49+00:00;36;;-260;;;
2024-04-29T21:20:10+00:00;37;2.137.500;;;;
2024-04-29T21:20:31+00:00;38;;-132;;;
2024-04-29T21:20:51+00:00;39;;-216;;;
2024-04-29T21:21:10+00:00;40;2.137.500;;;;
2024-04-29T21:21:31+00:00;41;;-172;;;
2024-04-29T21:22:01+00:00;42;;-212;;;
2024-04-29T21:22:22+00:00;43;2.150.000;;;;
2024-04-29T21:22:43+00:00;44;;-276;;;
2024-04-29T21:23:03+00:00;45;;-72;;;
2024-04-29T21:23:30+00:00;46;;;;0.00000;
2024-04-29T21:23:45+00:00;47;;;2.108.294;;
2024-04-29T21:24:01+00:00;48;;;;0.00000;
2024-04-29T21:24:16+00:00;49;;-15396;;;
2024-04-29T21:24:33+00:00;50;;;;0.00000;
2024-04-29T21:24:51+00:00;51;;;;0.00000;
2024-04-29T21:25:07+00:00;52;;16812;;;
2024-04-29T21:25:24+00:00;53;;;;0.00000;
2024-04-29T21:25:41+00:00;54;;;;0.00000;
2024-04-29T21:25:57+00:00;55;;16552;;;
2024-04-29T21:26:14+00:00;56;;;;0.00000;
2024-04-29T21:26:31+00:00;57;;;;0.00000;
2024-04-29T21:26:47+00:00;58;;5496;;;
2024-04-29T21:27:04+00:00;59;;;;0.00000;
2024-04-29T21:27:21+00:00;60;;;;0.00000;
2024-04-29T21:27:36+00:00;61;;4252;;;
2024-04-29T21:27:54+00:00;62;;;;0.00000;
2024-04-29T21:28:11+00:00;63;;;;0.00000;
2024-04-29T21:28:26+00:00;64;;4344;;;
2024-04-29T21:28:44+00:00;65;;;;0.00000;
2024-04-29T21:29:01+00:00;66;;;;0.00000;
2024-04-29T21:29:16+00:00;67;;4372;;;
2024-04-29T21:29:34+00:00;68;;;;0.00000;
2024-04-29T21:29:51+00:00;69;;;;0.00000;
2024-04-29T21:30:07+00:00;70;;4252;;;
2024-04-29T21:30:24+00:00;71;;;;0.00000;
2024-04-29T21:30:41+00:00;72;;;;0.00000;
2024-04-29T21:30:56+00:00;73;;4304;;;
2024-04-29T21:31:14+00:00;74;;;;0.00000;
2024-04-29T21:31:31+00:00;75;;;;0.00000;
2024-04-29T21:31:47+00:00;76;;4404;;;
2024-04-29T21:32:04+00:00;77;;;;0.00000;
2024-04-29T21:32:21+00:00;78;;;;0.00000;
2024-04-29T21:32:37+00:00;79;;4324;;;
2024-04-29T21:32:58+00:00;80;;4412;;;
2024-04-29T21:33:19+00:00;81;2.137.500;;;;
2024-04-29T21:33:40+00:00;82;;4464;;;
2024-04-29T21:34:00+00:00;83;;4412;;;
2024-04-29T21:34:19+00:00;84;2.137.500;;;;
2024-04-29T21:34:40+00:00;85;;4244;;;
2024-04-29T21:35:00+00:00;86;;4224;;;
2024-04-29T21:35:19+00:00;87;2.131.250;;;;
2024-04-29T21:35:40+00:00;88;;4368;;;
2024-04-29T21:36:00+00:00;89;;4292;;;
2024-04-29T21:36:19+00:00;90;2.131.250;;;;
2024-04-29T21:36:40+00:00;91;;4144;;;
2024-04-29T21:37:00+00:00;92;;4308;;;
2024-04-29T21:37:19+00:00;93;2.137.500;;;;
2024-04-29T21:37:40+00:00;94;;4324;;;
2024-04-29T21:38:01+00:00;95;;4372;;;
2024-04-29T21:38:20+00:00;96;2.131.250;;;;
2024-04-29T21:38:41+00:00;97;;4272;;;
2024-04-29T21:39:01+00:00;98;;4216;;;
2024-04-29T21:39:20+00:00;99;2.131.250;;;;
2024-04-29T21:39:41+00:00;100;;4220;;;
2024-04-29T21:40:01+00:00;101;;4220;;;
2024-04-29T21:40:20+00:00;102;3.087.500;;;;
2024-04-29T21:40:41+00:00;103;;4352;;;
2024-04-29T21:41:01+00:00;104;;4300;;;
2024-04-29T21:41:20+00:00;105;2.862.500;;;;
2024-04-29T21:41:41+00:00;106;;4180;;;
2024-04-29T21:42:01+00:00;107;;4308;;;
2024-04-29T21:42:20+00:00;108;2.668.750;;;;
2024-04-29T21:42:41+00:00;109;;4428;;;
2024-04-29T21:43:01+00:00;110;;4396;;;
2024-04-29T21:43:20+00:00;111;2.537.500;;;;
2024-04-29T21:43:41+00:00;112;;4336;;;
2024-04-29T21:44:01+00:00;113;;4356;;;
2024-04-29T21:44:20+00:00;114;2.431.250;;;;
2024-04-29T21:44:41+00:00;115;;4368;;;
2024-04-29T21:45:01+00:00;116;;4292;;;
2024-04-29T21:45:20+00:00;117;2.350.000;;;;
2024-04-29T21:45:41+00:00;118;;4308;;;
2024-04-29T21:46:01+00:00;119;;4344;;;
2024-04-29T21:46:20+00:00;120;2.293.750;;;;
2024-04-29T21:46:41+00:00;121;;4376;;;
2024-04-29T21:47:01+00:00;122;;4264;;;
2024-04-29T21:47:20+00:00;123;2.250.000;;;;
2024-04-29T21:47:41+00:00;124;;4244;;;
2024-04-29T21:48:01+00:00;125;;4344;;;
2024-04-29T21:48:20+00:00;126;2.212.500;;;;
2024-04-29T21:48:41+00:00;127;;4340;;;
2024-04-29T21:49:01+00:00;128;;4364;;;
2024-04-30T08:08:56+00:00;129;;-15716;;;
2024-04-30T08:09:30+00:00;130;;;2.395.353;;
2024-04-30T08:09:47+00:00;131;;-15660;;;
2024-04-30T08:10:14+00:00;132;2.200.000;;;;
2024-04-30T08:10:33+00:00;133;;;2.367.118;;
2024-04-30T08:10:57+00:00;134;;-15732;;;
2024-04-30T08:12:11+00:00;135;;-15672;;;
2024-04-30T08:12:32+00:00;136;2.193.750;;;;
2024-04-30T08:12:49+00:00;137;;;2.376.530;;
2024-04-30T08:13:04+00:00;138;;;2.353.000;;
2024-04-30T08:13:26+00:00;139;;-15568;;;
2024-04-30T08:13:44+00:00;140;;;2.357.706;;
2024-04-30T08:14:02+00:00;141;2.200.000;;;;
2024-04-30T08:14:18+00:00;142;;;2.353.000;;
2024-04-30T08:14:35+00:00;143;;-15544;;;
2024-04-30T08:14:55+00:00;144;;-15600;;;
2024-04-30T08:15:15+00:00;145;;-15724;;;
2024-04-30T08:15:35+00:00;146;2.206.250;;;;
2024-04-30T08:15:58+00:00;147;;-15696;;;
2024-04-30T08:16:16+00:00;148;;-15764;;;
